days,lengths,weights,temperature,F_T,dissolved_oxygen,F_Od,ph,F_Ph,total_ammonia,F_Am,nitrite,F_Nitri,nitrate,F_Nitra,FactorCrecimiento
10,1.7409479793392384,0.0383544208375853,15.829998980878155,1.0,8.372499235658617,1.0,6.94217433083238,1.0,0.1737315442315664,1.0,0.1393749363048848,0.9310938614664516,96.33380066542531,1.0,0.9310938614664516
11,1.7616118043561824,0.039581732405322,15.769417014322611,1.0,8.327062760741958,1.0,6.889703498264629,1.0,0.167627106360856,1.0,0.1355885633951632,0.9377200140584644,95.4452286898776,1.0,0.9377200140584644
12,1.7825103059471743,0.0408483142568153,15.620982908980803,1.0,8.215737181735602,1.0,6.820644806934476,1.0,0.1669375363294009,1.0,0.1263114318113001,0.9539549943302248,95.36879764919992,1.0,0.9539549943302248
13,1.8036458967808977,0.0421554227457028,14.93809678994748,1.0,7.703572592460611,1.0,6.650588518499907,1.0,0.0555440741015921,1.0,0.0836310493717175,1.0,78.68668553604547,1.0,1.0
14,1.8250210083025136,0.0435043544079462,14.814919312215032,1.0,7.703572592460611,1.0,6.621349728201458,1.0,0.05,1.0,0.0759324570134395,1.0,77.43091261129591,1.0,1.0
15,1.8466380907304203,0.0448964472462438,15.22753519773412,1.0,6.762858073968489,1.0,6.72028957195836,1.0,0.1115077691885925,1.0,0.1017209498583824,0.9969883377478308,87.13473065047476,1.0,0.9969883377478308
16,1.868499613048474,0.0463330820554492,15.54525951253709,1.0,5.822143555476366,0.9555358888690916,6.7845895965201,1.0,0.1342693288470205,1.0,0.1215787195335681,0.9622372408162556,90.57553237910766,1.0,0.9194522172063029
17,1.890608062993533,0.0478156837903051,15.741527893866982,1.0,4.881429036984244,0.720357259246061,6.863220631242807,1.0,0.1804377360386037,1.0,0.1338454933666864,0.9407703866082988,97.52723229839954,1.0,0.6776907772770113
18,1.91296594703821,0.0493457229768352,15.417179096043512,1.0,3.940714518492122,0.1,6.838738258270667,1.0,0.123557428093927,1.0,0.1135736935027195,0.9762460363702408,89.02148817353911,1.0,0.09762460363702408
19,1.9355757903687063,0.0509247171687878,15.546603458145952,1.0,3.0,0.1,6.866635168407048,1.0,0.1264142717878894,1.0,0.121662716134122,0.9620902467652864,89.47617222689118,1.0,0.09620902467652864
20,1.9584401368575763,0.0525542324505644,16.258643507204255,1.0,4.0279222686333815,0.5069805671583454,7.052378176036278,1.0,0.2551773260988567,0.933787208681372,0.166165219200266,0.8842108663995345,108.81663555417909,1.0,0.41859600697496974
21,1.9815615490313256,0.0542358849881115,16.21632487452728,1.0,5.055844537266763,0.7639611343166908,6.979785905731722,1.0,0.2171169614429974,0.9794596462684032,0.163520304657955,0.8888394668485786,103.13342601193182,1.0,0.6650911100192672
22,2.004942608032672,0.0559713426293039,15.696906384535172,1.0,6.083766805900144,1.0,6.9367098966924425,1.0,0.1710412025472756,1.0,0.1310566490334481,0.9456508641914656,96.2477396507164,1.0,0.9456508641914656
23,2.028585913577364,0.0577623265553928,15.334729821547166,1.0,7.111689074533525,1.0,6.79697333514085,1.0,0.1049780184304474,1.0,0.1084206138466978,0.9852639257682788,86.3637642145569,1.0,0.9852639257682788
24,2.0524940839053945,0.0596106129851437,15.519481790889207,1.0,8.139611343166907,1.0,6.823340576084731,1.0,0.1410605245984172,1.0,0.1199676119305755,0.9650566791214928,91.80145947249214,1.0,0.9650566791214928
25,2.0766697557264973,0.0615180349333398,15.70529377549445,1.0,8.278970331620837,1.0,6.880116627612301,1.0,0.1727478293436422,1.0,0.131580860968403,0.9447334933052948,96.57968416572604,1.0,0.9447334933052948
26,2.101115584159752,0.0634864840253803,15.636926690642186,1.0,8.22769501798164,1.0,6.856727364759337,1.0,0.1406727975157726,1.0,0.1273079181651366,0.9522111432110107,91.79336057544656,1.0,0.9522111432110107
27,2.1258342426671835,0.0655179123697553,15.799952753870048,1.0,8.349964565402535,1.0,6.934562691358511,1.0,0.1875092357539181,1.0,0.1374970471168779,0.9343801675454636,98.84355230987238,1.0,0.9343801675454636
28,2.1508284229812014,0.0676143344902392,15.776545377742956,1.0,8.332409033307218,1.0,6.8803826076333365,1.0,0.1656417639759196,1.0,0.1360340861089348,0.936940349309364,95.5879450298325,1.0,0.936940349309364
29,2.1761008350257187,0.0697778293196983,15.642853439653049,1.0,8.232140079739787,1.0,6.959695317981553,1.0,0.1584514689694393,1.0,0.1276783399783155,0.9515629050379478,94.53369448960116,1.0,0.9515629050379478
30,2.201654206830832,0.0720105422574725,16.071434242051374,1.0,8.55357568153853,1.0,7.003006195175709,1.0,0.1951092919605494,1.0,0.1544646401282108,0.904686879775631,100.05643467433836,1.0,0.904686879775631
31,2.2274912844408705,0.0743146872923476,16.61787050641011,1.0,8.963402879807582,1.0,7.144879011560557,1.0,0.2988326143311897,0.8814008628025725,0.1886169066506318,0.8449204133613943,115.6387656598418,1.0,0.7447135813362391
32,2.253614831815718,0.0766925491932036,16.153514561215434,1.0,8.615135920911575,1.0,7.052679517360844,1.0,0.2150815116267847,0.9819021860478584,0.1595946600759646,0.8957093448670619,103.0996917158026,1.0,0.8794989637884632
33,2.280027630725189,0.0791464857694872,15.73872516589069,1.0,8.304043874418019,1.0,6.940560585803345,1.0,0.1527182980099511,1.0,0.1336703228681681,0.9410769349807055,93.76855297595394,1.0,0.9410769349807055
34,2.3067324806363665,0.0816789302037236,15.87330704905589,1.0,8.404980286791918,1.0,6.967853105824772,1.0,0.2037816031476529,0.9954620762228166,0.1420816905659931,0.926357041509512,101.45113697321612,1.0,0.9221533038646847
35,2.333732198593692,0.0842923934583539,15.71794424143318,1.0,8.288458181074885,1.0,6.824861840844884,1.0,0.1473775511438975,1.0,0.1323715150895737,0.943349848593246,93.01335548165042,1.0,0.943349848593246
36,2.361029619091697,0.0869894667592581,15.447442683231742,1.0,8.085582012423806,1.0,6.819063570865666,1.0,0.1489215402232693,1.0,0.1154651677019839,0.9729359565215282,93.26751147101648,1.0,0.9729359565215282
37,2.3886275939401687,0.089772824158393,14.992267459669357,1.0,7.744200594752016,1.0,6.666960765477749,1.0,0.0600333434893399,1.0,0.0870167162293346,1.0,79.95656422253822,1.0,1.0
38,2.4165289921216297,0.0926452251780537,15.116163802838496,1.0,7.837122852128873,1.0,6.763269046101554,1.0,0.0850526593058811,1.0,0.094760237677406,1.0,83.73146188806636,1.0,1.0
39,2.444736699640949,0.0956095175393486,15.960800600567046,1.0,8.470600450425284,1.0,6.93459112488942,1.0,0.200017284774087,0.9999792582710956,0.1475500375354403,0.9167874343129796,100.99786751361844,1.0,0.9167684185565541
40,2.4732536193669112,0.0986686399775534,16.369032535409982,1.0,8.776774401557487,1.0,6.93459112488942,1.0,0.2516725851409065,0.9379928978309122,0.1730645334631239,0.8721370664395331,108.76757945256026,1.0,0.8180583742553685
41,2.502082670865612,0.1018256251470959,16.193110971997424,1.0,8.644833228998067,1.0,6.547672899911536,1.0,0.2227384628235416,0.97271384461175,0.1620694357498388,0.891378487437782,104.44857672118722,1.0,0.8670561955198115
42,2.5312267902254644,0.105083602619014,15.92779360416484,1.0,8.44584520312363,1.0,6.160754674933652,0.7607546749336519,0.1904663947687192,1.0,0.1454871002603025,0.9203975745444706,99.62857460449553,1.0,0.7001967576323004
43,2.560688929873705,0.1084458019738079,15.56072446721315,1.0,8.170543350409863,1.0,5.773836449955768,0.2,0.1500503728095293,1.0,0.1225452792008219,0.9605457613985616,93.58666571156212,1.0,0.19210915227971234
44,2.590472058384175,0.1119155559927099,15.20440162305623,1.0,7.903301217292173,1.0,5.386918224977884,0.2,0.0908697224982744,1.0,0.1002751014410143,0.999518572478225,84.72974280229901,1.0,0.199903714495645
45,2.6205791602762503,0.1154963039504845,15.20440162305623,1.0,7.903301217292173,1.0,5.0,0.2,0.1180261322697732,1.0,0.1077643852735421,0.9864123257713012,88.82305316374861,1.0,0.19728246515426026
46,2.6510132358047214,0.119191595012966,17.763521298444985,1.0,7.162640973833738,1.0,5.380000723771701,0.2,0.1791072340988969,1.0,0.1427000059488078,0.9252749895895862,98.00473571048538,1.0,0.18505499791791724
47,2.6817773007404644,0.1230050917426468,20.32264097383374,0.7096698782707827,6.421980730375304,1.0,5.760001447543403,0.2,0.2610869239453084,0.92669569126563,0.1749652996380813,0.8688107256333577,110.32086905306971,1.0,0.11427433041801498
48,2.7128743861417357,0.1269405737157319,22.881760649222493,0.1,5.681320486916869,0.9203301217292172,6.140002171315104,0.7400021713151043,0.2064987387912313,0.9922015134505224,0.1497664831249138,0.9129086545314008,102.15147805542708,1.0,0.061688447398840766
49,2.744307538115884,0.1310019412541756,25.440880324611246,0.1,4.940660243458435,0.7351650608646088,6.520002895086806,1.0,0.1075716358575011,1.0,0.1142702743529723,0.9750270198822985,87.33090071893965,1.0,0.0716805798416408
50,2.776079817571363,0.1351932192763321,28.0,0.1,4.2,0.55,6.900003618858507,1.0,0.1764825894481067,1.0,0.1312505687876317,0.9453115046216444,97.68567771078168,1.0,0.05199213275419045
51,2.808194299959801,0.1395185612699664,25.682173689500228,0.1,5.121630267125171,0.7804075667812929,6.898078928499716,1.0,0.1698383025567977,1.0,0.1359624676032025,0.9370656816943956,96.70680910653395,1.0,0.07312931485653769
52,2.840654075008017,0.1439822533914783,23.364347379000456,0.1,6.043260534250343,1.0,6.973017505225481,1.0,0.1639165601501335,1.0,0.1359093750976579,0.9371585935790988,95.83595738423328,1.0,0.09371585935790988
53,2.873462246439752,0.1485887186953226,21.046521068500684,0.6191848664374144,6.964890801375514,1.0,7.1110317411533,1.0,0.2437821277742519,0.9474614466708976,0.1697178762483966,0.877993716565306,107.83283221694865,1.0,0.5150783408147408
54,2.906621931686985,0.1533425214977292,18.728694758000916,0.908913155249886,7.886521068500685,1.0,7.17081314147108,1.0,0.2927190995088984,0.8887370805893219,0.1950619431618621,0.8336415994667413,115.19004266741425,1.0,0.6734030327926969
55,2.9401362615906192,0.1582483718789481,16.41086844750114,1.0,8.808151335625857,1.0,7.132334451640032,1.0,0.2597124471324382,0.928345063441074,0.1756792779688213,0.8675612635545626,110.2553295642775,1.0,0.8053962162535788
56,2.9740083800903947,0.163311130328383,15.78872653936394,1.0,8.341544904522957,1.0,6.977485850426168,1.0,0.1620883034719413,1.0,0.1756792779688213,0.8675612635545626,95.62760800607506,1.0,0.8675612635545626
57,3.008241443903818,0.1685358125371099,15.7747242312957,1.0,8.331043173471775,1.0,6.989622026775867,1.0,0.1712881756125456,1.0,0.356759458476616,0.550670947665922,97.02309934406712,1.0,0.550670947665922
58,3.042838622193962,0.1739275943424117,16.265771922815656,1.0,8.699328942111741,1.0,7.040179824012658,1.0,0.2332024609096367,0.960157046908436,0.5378396389844107,0.05,106.32535858546066,1.0,0.0480078523454218
59,3.0778030962259457,0.1794918168291072,16.360635889560598,1.0,8.770476917170448,1.0,7.093344626292729,1.0,0.255574491498507,0.9333106102017916,0.7189198194922055,0.05,109.6958810712201,1.0,0.046665530510089585
60,3.113138059011909,0.1852339915926019,15.966307534953591,1.0,8.474730651215195,1.0,6.966640114208004,1.0,0.1870472687384534,1.0,0.9,0.05,99.4311126440093,1.0,0.05
61,3.1488467149443307,0.1911598061687316,15.60863456696421,1.0,8.206475925223158,1.0,6.875970525180514,1.0,0.1571502771631446,1.0,0.7586324893948888,0.05,94.96047174203903,1.0,0.05
62,3.184932279417487,0.1972751296356329,15.281092890248692,1.0,7.960819667686518,1.0,6.7943284146110745,1.0,0.1059825895447485,1.0,0.6172649787897775,0.05,87.29881515994308,1.0,0.05
63,3.221397978436904,0.2035860183930368,15.462755520045366,1.0,8.097066640034024,1.0,6.87394408757082,1.0,0.1223514195229231,1.0,0.4758974681846663,0.342179430676834,89.76722094434786,1.0,0.342179430676834
64,3.258247048216603,0.2100987221245352,16.35701700985571,1.0,8.767762757391782,1.0,7.071754750089122,1.0,0.2519522174334549,0.9376573390798542,0.334529957579555,0.5895725742357787,109.22000276935351,1.0,0.55281705115238
65,3.295482734763997,0.2168196899485569,16.6905991515911,1.0,9.017949363693326,1.0,7.201399533691672,0.9990669775388856,0.2961847157305266,0.8845783411233681,0.1931624469744438,0.8369657177947232,115.8671167510226,1.0,0.7396709720854084
66,3.333108293452234,0.2237555767639489,16.443150536660436,1.0,8.832362902495326,1.0,7.168170016421386,1.0,0.2428748512344369,0.9485501785186756,0.1776969085412772,0.8640304100527649,107.88244978564975,1.0,0.8195761997011147
67,3.371126988579844,0.2309132497962507,16.45933833985027,1.0,8.844503754887702,1.0,7.159135110174052,1.0,0.2660044919428674,0.9207946096685592,0.1787086462406418,0.8622598690788768,111.36327857252664,1.0,0.7939642395813473
68,3.4095420929175178,0.2382997953509292,16.216337038676432,1.0,8.662252779007325,1.0,7.073582676120773,1.0,0.228866424368596,0.9653602907576848,0.1635210649172771,0.888838136394765,105.80351771563602,1.0,0.8580490417865692
69,3.4483568872418267,0.2459225257800292,15.88655842426916,1.0,8.414918818201869,1.0,7.042214611211488,1.0,0.228866424368596,0.9653602907576848,0.1429099015168224,0.9249076723455608,97.84708379394874,1.0,0.8928691394995241
70,3.48757465985576,0.2537889866689014,16.323141604575536,1.0,8.742356203431651,1.0,7.106716780950791,1.0,0.246649818276447,0.9440202180682636,0.1701963502859709,0.8771563869995509,107.42545045127494,1.0,0.8280533637352863
71,3.5271987060958745,0.2619069642498585,16.680328539866082,1.0,9.01024640489956,1.0,7.231684278996091,0.9788771473359396,0.264433212184298,0.9226801453788424,0.19252053374163,0.8380890659521475,116.32280749009615,1.0,0.7569540897394351
72,3.567232327825933,0.270284493049826,16.606205628812013,1.0,8.954654221609012,1.0,7.114111203686164,1.0,0.282216606092149,0.9013400726894212,0.1878878518007509,0.8461962593486859,110.49856053473378,1.0,0.7627105979108608
73,3.6076788329168425,0.2789298637792659,16.094743233685662,1.0,8.571057425264247,1.0,7.099221142230935,1.0,0.3,0.88,0.1559214521053539,0.9021374588156306,107.6367698987992,1.0,0.7938809637577549
74,3.648541534712769,0.2878516314698691,15.429411190401948,1.0,8.07205839280146,1.0,6.830359987994431,1.0,0.271954824258159,0.9136542108902092,0.1143381994001217,0.9749081510497868,85.11190826630704,1.0,0.8907289374378258
75,3.6898237514832366,0.2970586238687356,15.822221394579774,1.0,8.366666045934831,1.0,6.984635507534376,1.0,0.2439096485163179,0.9473084217804184,0.1388888371612359,0.9319445349678372,101.33683608601795,1.0,0.8828389066072678
76,3.731528805861104,0.306559950097003,16.13939785807714,1.0,8.604548393557854,1.0,6.965979827596515,1.0,0.2158644727744769,0.9809626326706276,0.1587123661298212,0.8972533592728129,103.89729297611936,1.0,0.880172017484823
77,3.773660024266248,0.3163650095811071,15.916158628768388,1.0,8.437118971576291,1.0,6.939877596323746,1.0,0.1878192970326359,1.0,0.1447599142980242,0.9216701499784576,99.3974596550906,1.0,0.9216701499784576
78,3.8162207363148,0.326483501265116,15.57938905760085,1.0,8.184541793200637,1.0,6.869837972692275,1.0,0.1597741212907949,1.0,0.123711816100053,0.9585043218249072,95.52467892189512,1.0,0.9585043218249072
79,3.859214274213841,0.3369254331128263,15.17939021189924,1.0,7.884542658924431,1.0,6.755560220201149,1.0,0.0781876428979062,1.0,0.0987118882437025,1.0,83.29270378109499,1.0,1.0
80,3.902643972141356,0.34770113190856,15.586039976247166,1.0,8.189529982185375,1.0,6.92290163751246,1.0,0.1542105598679663,1.0,0.1241274985154478,0.9577768775979664,94.70167433262954,1.0,0.9577768775979664
81,3.946513165611385,0.3588212533658827,16.3944894599855,1.0,8.795867094989125,1.0,7.043171664009414,1.0,0.2465911974287848,0.944090563085458,0.1746555912490937,0.869352715314086,108.56383772112108,1.0,0.8207476945207474
82,3.9908251908241863,0.3702967925537204,16.558926088544226,1.0,8.91919456640817,1.0,7.136832861841347,1.0,0.2854504897492529,0.8974594123008964,0.1849328805340141,0.8513674590654753,114.39733257021832,1.0,0.7640677394650089
83,4.035583384001333,0.3821390946496376,15.926572001060206,1.0,8.444929000795154,1.0,6.973632266155878,1.0,0.1822917957405477,1.0,0.1454107500662629,0.92053118738404,98.92766135322194,1.0,0.92053118738404
84,4.080791080705582,0.3943598660303301,15.472597106471088,1.0,8.104447829853315,1.0,6.913578016814634,1.0,0.131089838589245,1.0,0.117037319154443,0.9701846914797247,91.25103132345544,1.0,0.9701846914797247
85,4.126451615145467,0.4069711857096747,15.820678885527965,1.0,8.365509164145973,1.0,6.94051809239997,1.0,0.1720327476811055,1.0,0.1387924303454976,0.9321132468953792,97.39566080319617,1.0,0.9321132468953792
86,4.172568319464427,0.4199855171349804,16.33155966029586,1.0,8.748669745221894,1.0,7.059320283888951,1.0,0.2514640083836274,0.9382431899396472,0.1707224787684912,0.8762356621551404,109.3130716513796,1.0,0.8221221427993178
87,4.219144523014443,0.4334157203524013,16.20862882665088,1.0,8.65647161998816,1.0,7.059320283888951,1.0,0.2274379048582817,0.9670745141700618,0.16303930166568,0.88968122208506,105.7114056857153,1.0,0.8603880356141362
88,4.266183551614051,0.4472750645527854,15.956499627047792,1.0,8.467374720285845,1.0,7.419490212916713,0.8536731913888579,0.1850547586294385,1.0,0.147281226690487,0.9172578532916476,99.35571046826468,1.0,0.7830384389459736
89,4.313688726790634,0.4615772410095534,16.118770442361544,1.0,8.589077831771156,1.0,7.7796601419444755,0.6135599053703498,0.2221423928984214,0.9734291285218944,0.1574231526475964,0.8995094828667063,104.9201589527467,1.0,0.5372384107498985
90,4.3616633650069465,0.4763363764205527,16.335213504468467,1.0,8.751410128351349,1.0,8.139830070972238,0.2,0.2354629014338073,0.9574445182794312,0.170950844029279,0.8758360229487616,106.91906481823892,1.0,0.16771287981678998
91,4.410110776871752,0.4915670466661553,16.266462887307295,1.0,8.69984716548047,1.0,8.5,0.2,0.2460191885413871,0.9447769737503356,0.1666539304567058,0.8833556217007649,108.50286346478596,1.0,0.16691481020315901
92,4.459034266334553,0.5072842909962303,15.847375331236083,1.0,8.385531498427062,1.0,8.079155181856889,0.2,0.1706964712460613,1.0,0.1404609582022551,0.9291933231460534,97.20433734075678,1.0,0.1858386646292107
93,4.508437129864289,0.5235036266589808,15.65010289195899,1.0,8.237577168969244,1.0,7.6583103637137775,0.6944597575241485,0.1584570462639437,1.0,0.1281314307474369,0.9507699961919854,95.36783098869134,1.0,0.6602715010167217
94,4.558322655612031,0.5402410639850003,15.48492131980116,1.0,8.11369098985087,1.0,7.237465545570665,0.9750229696195566,0.1406499689174728,1.0,0.1178075824875724,0.9688367306467482,92.695702882557,1.0,0.944638066191695
95,4.608694122557533,0.5575131219402765,15.395396445533637,1.0,8.046547334150228,1.0,6.816620727427554,1.0,0.1102693455907212,1.0,0.1122122778458522,0.9786285137697586,88.13706929599282,1.0,0.9786285137697586
96,4.6595547996396816,0.5753368441622696,15.877956175635385,1.0,8.408467131726539,1.0,6.951777011795924,1.0,0.19371802310483,1.0,0.1423722609772115,0.92584854328988,100.65235770853116,1.0,0.92584854328988
97,4.7109079448707805,0.5937298154935742,16.164668855613364,1.0,8.623501641710023,1.0,6.998457594238791,1.0,0.2216879910049341,0.9739744107940792,0.1602918034758352,0.8944893439172884,104.84536714850124,1.0,0.8712097317034234
98,4.762756804434623,0.6127101790280756,16.007339010417933,1.0,8.505504257813449,1.0,6.968624189175805,1.0,0.2216879910049341,0.9739744107940792,0.1504586881511208,0.9116972957355388,101.71463648502424,1.0,0.8879698364365768
99,4.815104611768416,0.6322966536849424,15.62411368956835,1.0,8.218085267176264,1.0,6.882446405352941,1.0,0.2862659932537006,0.8964808080955593,0.1265071055980219,0.9536125652034616,95.24372644578936,1.0,0.8548953630636785
100,4.867954586628452,0.6525085523261974,15.302805211951734,1.0,7.9771039089638,1.0,6.780713531788991,1.0,0.350843995502467,0.8189872053970396,0.1064253257469833,0.9887556799427792,86.87785009749649,1.0,0.8097782511367865
101,4.921309934139637,0.6733658004340497,15.48012481917842,1.0,8.110093614383814,1.0,6.812931513675623,1.0,0.4154219977512335,0.7414936026985197,0.1175078011986512,0.9693613479023604,92.51745335932236,1.0,0.7187752381728144
102,4.975173843828816,0.6948889553646126,15.618329674991896,1.0,8.213747256243922,1.0,6.838199208886076,1.0,0.48,0.664,0.1261456046869935,0.9542451917977612,94.8194840584661,1.0,0.6336188073537135
103,5.029549488641973,0.7170992261950812,15.578289046672795,1.0,8.183716785004597,1.0,6.872988880023314,1.0,0.4346698789217152,0.7183961452939418,0.1236430654170497,0.9586246355201627,92.83488579905988,1.0,0.6886722429414949
104,5.084440023945303,0.7400184941818858,15.85584043285218,1.0,8.391880324639136,1.0,7.003056271396167,1.0,0.3893397578434305,0.7727922905878835,0.1409900270532612,0.9282674526567928,98.91536623879648,1.0,0.7173579310168225
105,5.139848586510253,0.7636693338478351,16.50660038063472,1.0,8.87995028547604,1.0,7.1331491304987225,1.0,0.3440096367651457,0.8271884358818251,0.1816625237896699,0.8570905833680775,110.3665473945709,1.0,0.708975419065281
106,5.195778293482531,0.788075034716709,16.870200094413487,1.0,9.152650070810116,1.0,7.263947968695749,0.9573680208695006,0.298679515686861,0.8815845811757668,0.2043875059008429,0.8173218646735249,120.2602595726724,1.0,0.6898203776940409
107,5.252232241335237,0.8132596237142595,16.498578383519394,1.0,8.873933787639546,1.0,7.15946166328727,1.0,0.2533493946085762,0.9359807264697084,0.1811611489699621,0.8579679893025662,109.54396206898907,1.0,0.803041501915171
108,5.309213504806111,0.8392478882550803,16.12304653570224,1.0,8.59228490177668,1.0,7.035936401288017,1.0,0.2174556613846793,0.9790532063383848,0.15769040848139,0.8990417851575676,104.15229771488156,1.0,0.8802097423907018
109,5.366725135819062,0.866065400035283,15.637977468778278,1.0,8.228483101583707,1.0,6.895835158754962,1.0,0.1623088285625044,1.0,0.1273735917986423,0.952096214352376,95.87221387898438,1.0,0.952096214352376
110,5.4247701623900575,0.8937385395514594,15.212299555637308,1.0,7.9092246667279795,1.0,6.773223284711106,1.0,0.0828545312577498,1.0,0.1007687222273316,0.9986547361021696,83.94555821668196,1.0,0.9986547361021696
111,5.483351587517494,0.9222945213669086,15.61768624874871,1.0,8.213264686561534,1.0,6.956969760526187,1.0,0.1612383473658867,1.0,0.1261053905467943,0.95431556654311,95.69416993430768,1.0,0.95431556654311
112,5.542472388057203,0.95176142014663,16.511437731383623,1.0,8.883578298537719,1.0,7.090097354012682,1.0,0.2523483773371829,0.9371819471953804,0.1819648582114765,0.8565614981299161,109.35126675465014,1.0,0.8027539727099869
113,5.602135513582221,0.9821681974831434,16.958870694026096,1.0,9.219153020519572,1.0,7.29591221221436,0.9360585251904266,0.3451519116523153,0.8258177060172217,0.2099294183766309,0.8076235178408958,123.26194503750804,1.0,0.6243040469399744
114,5.66234388522749,1.013544729535718,16.47601350505133,1.0,8.857010128788499,1.0,7.143569604722472,1.0,0.2437541312095106,0.9474950425485872,0.1797508440657081,0.8604360228850108,108.04198483693555,1.0,0.8152588661137704
115,5.723100394519683,1.045921835506137,16.075204390036173,1.0,8.55640329252713,1.0,7.061398239256824,1.0,0.2135513858502894,0.9837383369796528,0.1547002743772607,0.9042745198397938,103.50084167923843,1.0,0.8895695123202728
116,5.784407902192316,1.0793313069747097,15.81268915306072,1.0,8.35951686479554,1.0,6.972320601410233,1.0,0.180574679911967,1.0,0.1382930720662949,0.932987123883984,98.5431693949458,1.0,0.932987123883984
117,5.84626923698638,1.1138059381207746,15.754150993914145,1.0,8.315613245435607,1.0,6.957849709424854,1.0,0.1520415386390236,1.0,0.1346344371196339,0.9393897350406408,94.25160007957304,1.0,0.9393897350406408
118,5.908687194436698,1.149379556852512,16.373780124819458,1.0,8.780335093614593,1.0,7.134823642765971,1.0,0.2602344687722461,0.9277186374733049,0.173361257801216,0.8716177988478719,110.46851318101275,1.0,0.8086160767446289
119,5.971664535644247,1.1860870568714774,16.687544165386324,1.0,9.015658124039742,1.0,7.1439212848434686,1.0,0.2837930771923678,0.8994483073691587,0.1929715103366452,0.8372998569108709,113.98985329506236,1.0,0.7531079390589217
120,6.035203986034702,1.2239644306978164,16.687544165386324,1.0,8.713691420796719,1.0,7.1618450820822215,1.0,0.2443128283804235,0.9468246059434916,0.1678076183997266,0.8813366678004785,108.0549437834212,1.0,0.834471243193738
121,6.09930823410346,1.263048803682712,17.95003533230906,1.0,8.556257702258451,1.0,7.003005540000215,1.0,0.1893132778718986,1.0,0.1546881418548708,0.904295751753976,99.7917217907197,1.0,0.904295751753976
122,6.16397993014744,1.3033784690352126,19.2125264992318,0.8484341875960255,8.574152515642776,1.0,7.07099767748241,1.0,0.2379428883044255,0.9544685340346892,0.1561793763035647,0.9016860914687616,107.07246065054368,1.0,0.7301887649031145
123,6.229221684983957,1.3449929238911624,20.47501766615453,0.690622791730684,8.377892391872772,1.0,6.989589001879565,1.0,0.1556819643271905,1.0,0.1398243659893976,0.9303073595185544,94.7192101206783,1.0,0.6424914657983051
124,6.295036068656962,1.3879329064525256,21.737508833077264,0.532811395865342,8.794347812592736,1.0,7.130106864611257,1.0,0.2509835168883702,0.9388197797339558,0.1745289843827279,0.8695742773302261,108.99992602502044,1.0,0.4349731208689518
125,6.361425609131041,1.4322404342260255,23.0,0.1,9.09658480304343,1.0,7.179589457445521,1.0,0.3233537529219903,0.8519754964936116,0.1997154002536192,0.8254980495561663,119.84054370536836,1.0,0.07033041106251228
